,TotalFinishedArea,TotalAppraisedValue
454,0.0022871794124716834,0.01870004524204494
3271,0.014575305746356173,0.0761574423163927
546,0.0007721051519808868,0.011863469562157542
4391,0.022973770276865254,0.026491730759563667
1212,0.028611594688499276,0.09812496858191323
858,0.00366385746647534,0.02905544663952144
492,0.0017263105756553788,0.015080681646810435
2445,0.036667710708224374,0.1213492183180013
1565,0.00746611113943782,0.061076760669582265
183,0.002440143640694312,0.005931734781078771
1426,0.010787620095129182,0.06685768863419293
4157,0.0012747019018552377,0.013170461971547781
2543,0.002993728466642872,0.0055798522093198615
3291,0.02781035349304741,0.06208213944603629
2190,0.03523276056727877,0.12275674860503695
3451,0.004559790803207878,0.009199215804554366
3248,0.012317262377355467,0.07927411652340019
1560,0.019604186922286892,0.09510883225255115
4148,0.004552506792340134,0.01965515507967627
4545,0.0025275517711072426,0.016287136178555272
3549,0.002338167488545893,0.01452772331976072
3530,0.007946855856708937,0.045493389634544815
3787,0.0021997712820587528,0.011712662745689438
2461,0.032985643214579675,0.0970693208666365
951,0.005696096498575976,0.06037299552606445
3644,0.025377493863220843,0.07480018096817977
515,0.008048832008857356,0.06705876438948374
1757,0.020868691136087174,0.09842658221484944
861,0.003605585379533386,0.02865329512893983
4387,0.07259973631880659,0.3119690343336852
3698,0.0072985788894797034,0.03905896546523903
2012,0.019266208745183446,0.09420399135374252
1421,0.02762096921048606,0.07862062031870508
1762,0.015332842876601572,0.08721660885738702
2342,0.02331247678221536,0.0829437490574574
4217,0.0015806303583004945,0.022621022470215652
4393,0.006089433085434163,0.017946011159704418
2193,0.016068527974243737,0.03895842758759362
3416,0.025399345895824075,0.06886844618710099
3105,0.011617997334052022,0.06766199165535615
3072,0.009418226051993269,0.061981601568390894
1674,0.027038248341066527,0.06087568491429146
2362,0.023760443450581627,0.08178756346453527
742,0.0040790460859367605,0.016186598300909866
2797,0.01815903909328633,0.10465993062886443
3497,0.02443785646128184,0.07344291961996682
1864,0.01624698624050347,0.07726335897049214
715,0.002753356108007313,0.013270999849193183
288,0.001252849869252005,0.011561855929221335
727,0.0027752081406105457,0.013371537726838587
3230,0.003809537683830224,0.005831196903433368
2032,0.003918797846846387,0.016437942995023377
1709,0.00986983472579341,0.06831548786005127
283,0.006761383087983568,0.05620067360378023
2993,0.02797788574300553,0.08223998391393958
346,0.007436975095966843,0.06866737043181019
835,0.050813259813383645,0.12607449856733524
558,0.017259463751119915,0.09772281707133162
3031,0.008354760465302613,0.05951842356607852
1021,0.006562893791837538,0.012868848338611572
1841,0.023443588977834755,0.07821846880812346
3458,0.026295279232556614,0.10144271854421154
3529,0.007946855856708937,0.045493389634544815
3298,0.02325784670070728,0.011913738500980244
2986,0.06438337205999112,0.16784798672900014
2250,0.018089840990042756,0.1388930779671241
3155,0.009403658030257781,0.05941788568843312
3463,0.013992584876936637,0.07434776051877545
4094,0.005127943650891927,0.015482833157392047
4325,0.023235994668104044,0.05790981752375207
2590,0.02453983261343026,0.11240134720756045
2753,0.004151886194614202,0.07223646508822198
2677,0.006650301922250468,0.02010757552908058
394,0.007436975095966843,0.06866737043181019
600,0.00895204935645764,0.047654954003920974
1809,0.025912868662000044,0.08575880963152868
3349,0.02657935565639864,0.08827225657266376
1090,0.005062387553082229,0.010606746091590007
3743,0.0033433609882945947,0.012868848338611572
1898,0.020285970266667636,0.07610717337757
3007,0.02110177948385499,0.08590961644799679
3128,0.022797133013322455,0.01105916654099432
2391,0.007393271030760378,0.06856683255416478
3533,0.20066721539548538,0.17458402453124214
2966,0.007852163715428264,0.03719901472879907
3852,0.002279895401603939,0.014226109686824511
502,0.008041547997989612,0.07037651435178204
42,0.0030811365970558027,0.026793344392499873
4257,0.0032705208796171524,0.011913738500980244
4400,0.03195495567679387,0.09505856331372844
1094,0.01804249491940242,0.07183431357764038
892,0.0022871794124716834,0.013120193032725078
1554,0.015289138811395106,0.07072839692354095
409,0.024929527194854573,0.07309103704820791
331,0.021959836036915367,0.17156788820188007
3190,0.03146692694865501,0.08626149901975569
366,0.0031029886296590355,0.02322424973608807
1724,0.011617997334052022,0.07540340823405219
4122,0.0012747019018552377,0.013170461971547781
554,0.004865719259653135,0.00970190519278138
4256,0.001966682934290938,0.007992761272809531
3916,0.0015660623365650061,0.0065852309857738905
3768,0.0017627306299941,0.01663901875031418
1131,0.018931144245267213,0.05951842356607852
1097,0.042837267913203726,0.08595988538681948
157,0.046678855317692135,0.08882521489971347
2674,0.006650301922250468,0.02010757552908058
2311,0.17963099200944008,0.3942090182476248
2218,0.021990428882559893,0.12245513497210074
4073,0.0015369262930940294,0.013220730910370482
1481,0.004836583216182158,0.06851656361534209
1429,0.006388077531011676,0.06122756748605037
4291,0.0027970601732137785,0.013120193032725078
2943,0.00931624989984485,0.0830945558739255
3038,0.0077137675089411235,0.05047001457799226
2609,0.019171516603902775,0.10963655557231188
3680,0.008966617378193127,0.06811441210476046
1826,0.023825999548391326,0.0865128437138692
2536,0.002440143640694312,0.005931734781078771
24,0.04222541100031321,0.1070728396923541
888,0.010743916029922716,0.07545367717287488
1197,0.006504621704895584,0.023375056552556176
4537,0.003401633075236548,0.013069924093902377
1312,0.011807381616613372,0.0659528477353843
1143,0.02880826298192837,0.08540692705976977
3669,0.009826130660586945,0.1794098426582215
3391,0.02494045321115619,0.07731362790931483
842,0.01062737185603881,0.06384155230483085
2060,0.012343484889319455,0.06534962046951188
1714,0.011035276464632485,0.0759563665611019
387,0.011078980529838951,0.06384155230483085
422,0.0028334802275524996,0.019454079324385462
3599,0.025530458091443473,0.0793243854622229
77,0.009156001660754478,0.06811441210476046
4008,0.002709652042800848,0.011913738500980244
4101,0.004843867227049903,0.015332026340923944
4335,0.05730331349654374,0.26788317498617603
2094,0.03079679794882254,0.09224350273965716
4479,0.01747434207171837,0.08113406725984014
3697,0.0016680384887134251,0.018448700547931435
2214,0.031344919766620294,0.14381943397174884
4201,0.0012091458040455396,0.01975569295732167
3010,0.031136233000939637,0.09058462775850802
487,0.07008675256943483,0.1802141456793847
3567,0.014662713876769104,0.08394912783391142
424,0.027264052677966596,0.08606042326446489
3157,0.005907332886580667,0.0483587191474388
2427,0.03898402616416704,0.186397225154577
3129,0.029307217726368847,0.031317548886543006
3229,0.01956485319076096,0.06504800683657568
769,0.0167787190338488,0.0656512341024481
2518,0.11515292780816828,0.28497461418589454
291,0.0011435897062358417,0.012215352133916453
0,0.024962305243759423,0.07188458251646308
1235,0.008616984856541407,0.06434424169305786
3676,0.005588657338276749,0.03926004122052983
2703,0.06177569616933869,0.13899361584476952
3832,0.0034307691187075253,0.013069924093902377
3082,0.014575305746356173,0.07384507113054843
4348,0.056560344388033826,0.26702860302619014
1708,0.011144536627648648,0.2528024933393656
4006,0.0027752081406105457,0.012165083195093752
3955,0.002381871553752358,0.015734177851505556
326,0.0022507593581329623,0.01653848087266878
3494,0.03168908928012121,0.011561855929221335
3144,0.016338036376350274,0.040918916201678986
3249,0.016250628245937343,0.07077866586236364
1236,0.008340192443567125,0.07530287035640677
3029,0.011530589203639093,0.07208565827175388
332,0.008092536074063822,0.0623334841401498
3201,0.030217719084836874,0.08364751420097521
3074,0.008325624421831638,0.05705524556376615
3033,0.025530458091443473,0.08053083999396772
1458,0.019394407409295857,0.10993816920524807
3034,0.006213261270185815,0.04463881767455889
890,0.0022871794124716834,0.013120193032725078
1182,0.013723076474830101,0.2041421605589906
1416,0.02592379467830166,0.07917357864575479
3300,0.025894658634830682,0.07560448398934298
878,0.004494234705398181,0.0017091439199718493
4468,0.027083773408989927,0.13557532800482583
701,0.0026295279232556616,0.014376916503292616
2424,0.032788246520063805,0.24134117528778967
1976,0.018677660739909823,0.07650932488815161
2720,0.010496259660419413,0.05222942743678681
2308,0.07056021327583821,0.26401246669682804
2404,0.006985366422166702,0.05082189714975117
628,0.014320365365985126,0.07077866586236364
2529,0.011158376248297363,0.06067460915900065
749,0.0027387880862718246,0.013220730910370482
3337,0.03322237356778136,0.031669431458301915
119,0.04152614595700977,0.11828281304981651
4488,0.01674594098494395,0.07022570753531393
129,0.0032341008252784313,0.02659226863720907
2757,0.023218148841478072,0.07389534006937114
2975,0.00968045044323206,0.08153621877042176
910,0.0062569653353922805,0.040365957874629266
26,0.002913604347097686,0.02181671944905243
4507,0.006417213574482653,0.04780576082038908
35,0.004341270477175552,0.012667772583320766
4227,0.0015806303583004945,0.022621022470215652
911,0.0022871794124716834,0.013120193032725078
1518,0.009418226051993269,0.07409641582466193
3089,0.006417213574482653,0.0484089880862615
64,0.02303932637467495,0.07650932488815161
4186,0.0012091458040455396,0.01975569295732167
972,0.009252879005295476,0.01653848087266878
1781,0.005846147195291615,0.05132458653797818
762,0.018610647767086468,0.10189513899361584
2699,0.032071499850677775,0.13527371437188962
4273,0.0012091458040455396,0.01975569295732167
2168,0.017372365919569952,0.09485748755843765
3245,0.018366633403017037,0.06469612426481677
2540,0.0027752081406105457,0.0067360378022419945
2236,0.014935864284309512,0.06736037802241995
374,0.007233022791670005,0.06364047654954004
441,0.024721932885123865,0.08917709747147237
260,0.00565239243336951,0.05333534409088624
2022,0.02056640468507579,0.08389885889508872
1188,0.01070021196471625,0.04901221535213392
3642,0.016818781093621393,0.038289850701251696
3892,0.0038896618033754105,0.02186698838787513
468,0.0031029886296590355,0.02322424973608807
4567,0.001864706782142519,0.018549238425576837
1705,0.005907332813740558,0.06620419242949781
4512,0.005356661664979204,0.0553461016437943
4188,0.0012091458040455396,0.01975569295732167
3345,0.027167539533968985,0.06705876438948374
916,0.005710664520311464,0.06188106369074549
2158,0.019744039930947577,0.05348615090735435
3672,0.008398464530509079,0.061378374302518475
1847,0.01890929221266398,0.03262454129593324
4261,0.0015806303583004945,0.022621022470215652
4270,0.0015806303583004945,0.022621022470215652
74,0.001587914369168239,0.013371537726838587
2093,0.024463350499318946,0.10274971095360177
4192,0.0015806303583004945,0.022621022470215652
298,0.013948880811730171,0.08706580204091892
2823,0.0031029886296590355,0.01935354144674006
3882,0.0028626162710234763,0.014276378625647212
